source_language,target_language,source_text,target_text
Kalenjin,Swahili,Kiyaan lakwetab mamaenyu kurset agoek kiboityotab jehovah ,Binamu yangu alipokea wito wa Mungu na kuwa kuhani.
Kalenjin,Swahili,Miten kandik ab mbiret karon kericho ,Viongozi wa mpira wako kericho kesho
Kalenjin,Swahili,Tekset ab oret kokikoib ,Kujengwa kwa barabara imeleta faida mingi kuliko hasara 
Kalenjin,Swahili,Akoyoto achop tupchoshek chuk koba sukul kocher berberiet,Na hapo niwatayarishe ndugu zangu waelekee shule ili nao wakajitoe ujingani.
Kalenjin,Swahili,Iurii keti peek chuk,Mti huu inakinga jua kufikia mahindi yangu
Kalenjin,Swahili,Chomei bik chechang bendap ngokiet,Nyama ya kuku hutaminiwa na wengi 
Kalenjin,Swahili,Kawo soget Chepkoech ipkoal logoek,Chepkoech ameenda sokoni kununua matunda
Kalenjin,Swahili,"loo,koyait mungaret eng emet","Sita, kudorora kwa uchumi wa nchi."
Kalenjin,Swahili,"Ngiwendote eng taonisiek, kokwatinwek ang tabanusiekab oinet kokasei bik kongololi kiswahili kosich komongunet ","Ukitembea mijini, vijijini, pwani na bara na kuwasikia watu wakizungumza Kiswahili, utapata matumaini."
Kalenjin,Swahili,mamache lukait ne u noto,Sipendi lugha ya namna hiyo.
Kalenjin,Swahili,"namba somok Haji Mwababi,ni no oeng Alfani Fasaya ak namba akenge Rashid Abu kiyekimwou tukuk","Namba tatu Haji Mwababi, namba mbili Alfani Fazaya na namba moja Rashid  Abu hatimaye matokeo yalitangazwa.  "
Kalenjin,Swahili,Achame lakwet ap tupchennyo,Ninampenda mtoto wa dada yangu
Kalenjin,Swahili,Matinye komnatet nguno amu miten boisionik chayae,Ninahisi kukosa na ujasiri kwani bado nina vitu vingi vya kufanya.
Kalenjin,Swahili,Negit kotekta boldanin asista ,Karibu na jua linazuiwa na wingu lile
Kalenjin,Swahili,Kikielwo kenaikei akinendet,Nilibahatika kufahamiana naye
Kalenjin,Swahili,kikimuch ketar kaimutietab korona eng' emenyo,Janga la corona iliweza kumalizwa nchini mwetu
Kalenjin,Swahili,Chomnyet kou kogelik cheikweng'toi eng tuindo.,Mapenzi ni kama nyota zinazoangaza gizani.
Kalenjin,Swahili,kikoon biik che ioketi tuga eng' mbarenikab biich,Wanaolisha ng'ombe zao kwa mashamba ya watu walifukuzwa
Kalenjin,Swahili,menye choruenyu eng' kwenut ab wiy,Rafiki yangu anaishi katikati ya mahali
Kalenjin,Swahili,Kwatau anetegei kutitab chumbek,Nimeanza kujifunza kiingereza
Kalenjin,Swahili,kikiywei koroitab korona mising' kosir kisirian,Ugonjwa wa corona uliogopwa kushimda hata saratani
Kalenjin,Swahili,Mameche simenyoru koot ne imenyei,Sitaki usipate nyumba ya kuishi
Kalenjin,Swahili,Moekeny koteb tebutik,Hakusita kuuliza maswali.
Kalenjin,Swahili, Ako che kiyooe ko kimutukee ichekei.,Wahusika walijileta wenyewe nao.
Kalenjin,Swahili,akase takirir.,Ninahisi kama kulia.
Kalenjin,Swahili,Kiikoch ngecheret Kipokeo ,Alimpa Kipokeo kigoda.
Kalenjin,Swahili,Mareru mwanik eng' emoni.,Hatupungukiwi na mafuta katika nchi hii
Kalenjin,Swahili,Kichamin missing ,Alikupenda sana.
Kalenjin,Swahili,melodit nepo saxophone kondeno poipoiyet ,Melodi ya saxophone inanitia raha.
Kalenjin,Swahili,Mache koba kandoik mbaronik ab kabatik koro ole mito nyalilwek,Maafisa hao  wanafaa kuzuru mashamba ya wakulima hao na kuangalia shida zinazowakumba pamoja
Kalenjin,Swahili,ingen kiingeresa komye?,Imekuwaje unajua Kiingereza vizuri?
Kalenjin,Swahili,nyaluu koit kutomaa koit lunchi,Anapaswa kurejea wakati wa chakula cha mchana
Kalenjin,Swahili,Mache kenet kobon redioishek anan tuguk alak,wanaweza kuelimishwa kupitia redioni na vyombo vingine vya
Kalenjin,Swahili,imoche iama bendo ak kouk,Unataka kunila nyama na mfupa.
Kalenjin,Swahili,mwoei kole kiale inen silingisiek bokol mut eng agenge,Anasema kuwa aliwanunua sungura hao kwa bei ya Sh500 kila mmoja.
Kalenjin,Swahili,koakas kole chomei komwetegei,Nilimsikia anapenda kuoga
Kalenjin,Swahili,KCB k mache pik che imuche kochesan ,KCB wanatka watu wanaoweza kucheza mpira
Kalenjin,Swahili,keyeey kegerta giy kosir kenyaai,kwa hakika kinga ni Bora kuliko dawa
Kalenjin,Swahili,Tiemutikab boishet eng mung'aret ko kebeberta nebo kamang'unet eng etunet,Kupima utendaji wa biashara ni sehemu muhimu ya ukuaji
Kalenjin,Swahili,kab chii ko kit nebo kamangut mising,Familia ni moja wapo ya vitu muhimu duniani
Kalenjin,Swahili,Kipendi tinga twan raa matinbakaktan ,Tutaenda kishaki pamoja leo usiniache
Kalenjin,Swahili,"inyoi chepkerichonde , isobi Kiptayat",Daktari hutibu lakini Mungu huponya
Kalenjin,Swahili,Nganaseet ne ki oo eng' pororyosyek.,Mji uliokuwa mkuu kati ya mataifa.
Kalenjin,Swahili,Ang'ii mitei kamungset ab krismai oloo pa Kericho?,"Je, una likizo ya Krismasi huko kericho?"
Kalenjin,Swahili,Tinyei taritiet kelyek che koen,Ndege ana miguu mirefu sana.
Kalenjin,Swahili, Mpiret ne bo euu komechei oret ne kiwirtoi ak kekoito.,Mpira wa mikono unahitaji ujuzi wa kutupia na kusambaza.
Kalenjin,Swahili,Kiwrakindek kochape tuiyet kila,Wakuu daima hufanya mikutano.
Kalenjin,Swahili,eb ketik,kata miti
Kalenjin,Swahili,"teben loindo neitei kakwoutik oeng' eng' chito ne lolei anan iryonyi , matinam konyek ak kote komatalil eut","Kukaa umbali wa angalau hatua mbili kwa anayekohoa au kupiga chafya, usishike macho, mdomo wa mikono isiyo safi "
Kalenjin,Swahili,"Ang ii, kinyortai ano tukuk chekinyolu kenai","Je, tunapataje kile tunachohitaji kujua?"
Kalenjin,Swahili,Tom kogas iman ichek kole kikonget Jeso,Hawajaskia kwa kweli kuwa Yesu amefufufka
Kalenjin,Swahili,Lelutiet Kobo ano Olebunu nekerwokchin anda kiyai lelut ne? ,Kosa kinahusu ni wapi anakotoka mshtakiwa au ametenda uhalifu gani?
Kalenjin,Swahili,Sait ngiro netos amutin?,Ni wakati upi mwafaka wa kukuchukua?
Kalenjin,Swahili,Kobar paket ,Aliua paka
Kalenjin,Swahili,Saa kwekeny ya ikas orokenetab kiy age tugul,Sali kila unapohisi uwoga wa kitu chochote
Kalenjin,Swahili,Amuchi atar eng' petut akenge anan ko aeng'.,Nitaweza kuimaliza baada ya siku moja au mbili
Kalenjin,Swahili,kimwa cheptonoto kole kisirto gogoenyi,Msichana huyo alisema nyanya yake alifariki jana
Kalenjin,Swahili,matinye kasarta chebo cho tugul,Sina wakati wa haya yote
Kalenjin,Swahili,Bukuit ne tilil ko bukuit netilil eng Kristianik ,Bibilia ni kitabu kitakatifu kwa Wakristo.
Kalenjin,Swahili,manyoru kalyet talamoichoto eng tuguchoto tugul kikiyai ak komwei,vitendo vyote hivi vikiwakosesha nzige amani na kuwafanya kuhamia kwingine.
Kalenjin,Swahili,kiyamya ketik tugul amu manyoru beek,Miti yote ilikauka kwa kukosa maji 
Kalenjin,Swahili,Chang' piik ganisa raini,Kuna watu wengi kanisani leo
Kalenjin,Swahili,Kituyo grupit emg amitwokik ab kipagenge ,Wanachama walijumuika kwa chakula cha pamoja kwa ushirika.
Kalenjin,Swahili,Kiker tuga eng piut nengwai,Amefunga ngombe katika zizi lao
Kalenjin,Swahili,Kimache inne komeny sobet nebo boiboiyo ochei ,Alitaka kuishi maisha ya kustarehesha zaidi
Kalenjin,Swahili,Komi komasta neminingin mising nemwoe kole makoi kondoichi ichek Ruto,Ila sehemu ndogo sana linasema kuwa Ruto hawezi kuwaongoza
Kalenjin,Swahili,Boishe sigik che chang' mermerek eng' musarek ab lagok,Wazazi wengi hutumia wimbi kwenye uji
Kalenjin,Swahili,kinyere chumbek biikab Afrika,wananchi wakiafrika walikuwa wakidhulumiwa na wazungu.
Kalenjin,Swahili,"ane atinye kabwatet be nyu,kirori","Mimi nina fikra zangu huru, alicheka."
Kalenjin,Swahili,Kile kandoindet nebo emet ketebi eng chamyet,Rais alisema tukuwe na upendo 
Kalenjin,Swahili,Nguno abwoti ale kaoker kamanut ab ,Sasa natumai mumeona umuhimu wa miundo msingi
Kalenjin,Swahili,inye ko chamiet nyun nguno ak koing'eny,wewe ni pendo langu la sai na miele
Kalenjin,Swahili,Manaae olegimoldoi pikchainik,Siwezi kujua jinsi ya kupakia picha
Kalenjin,Swahili,kitou koyai boisioni kenyitkonye,Alianza kufanya shughuli hii mwaka uliopita.
Kalenjin,Swahili,Kimoche kosoman Asisi historia anan ko somanetab poror,"Asisi alitaka kusoma historia, fasihi na elimu jamii."
Kalenjin,Swahili,kit akenge eng kap chi ko kaberuret,Umoja wa familia ni baraka
Kalenjin,Swahili,ripsetap njirenik kotinye keljin,Ufugaji wa samaki una faida.
Kalenjin,Swahili,Kot ake tukul ko tinye kiy,Kila nyumba ina kitu
Kalenjin,Swahili,Kitomo komwakiy yekingengwech eng mornet kosis,Alikuwa anataka kusema kitu wakati aliashiriwa kwa kidole anyamaze.
Kalenjin,Swahili,mechei kogeer kole mamiten chi netos kogogoon lesenit nemobo imanit ,Wahakikishe hakuna mtu atafanya ghushi katika leseni 
Kalenjin,Swahili,amache anay kole boo nee ni?,Ningependa kujua hii inahusu nini
Kalenjin,Swahili,Kimache kirwakik tugul  komatkonamosoya,chifu wetu wanatakaika wasishiki hongo 
Kalenjin,Swahili,kametap jebet iman?,Mama yake jebet?
Kalenjin,Swahili,Oo  missing' koi akopo parak,Jumba hili ni kubwa sana lenye hadhi ya juu.
Kalenjin,Swahili,asose kalyang'ik,nachukia nzi
Kalenjin,Swahili,kiyaakitun tuguk ko makikuiyo,"Mambo yalienda segemnege bila kueleweka,"
Kalenjin,Swahili,Ingen ichop amitwogik ingircho che anyiny,Unajua kupika chakula gani kitamu
Kalenjin,Swahili,Ngebe keruyasen en Bomet ,Tuende Bomet  kulala
Kalenjin,Swahili,Kinyor robinik chechang kampunit noto kenyini,Kiwango cha pesa  cha kampuni hii ni kikubwa sana
Kalenjin,Swahili,Taban ab yoto ko kimii tiong'ik che kororonen che kitindoi katuswek che koen,"Kando na hapo, palikuwa na wanyama wa kuvutia, waliokuwa na shingo ndefu"
Kalenjin,Swahili,kipirkee kasubik ab sofapaka  ak  Post rangers ,Shabiki wa Sofapaka  na post rangers walipigana
Kalenjin,Swahili,Kikiuny Jemuge maung'ak,Hatuwezi kuficha ujinga milele.
Kalenjin,Swahili,Kotinge  mwiondo nekikuren conora  ko kokitaban rapini chepo kerichek,"Kwa sababu ya kuongezeka kwa coronavirus, fedha zimewekezwa katika kununua chanjo."
Kalenjin,Swahili,Masikchini koam ngokaik logoek ak banyek,Kuku hawawezi kula nyama na matunda
Kalenjin,Swahili,Mi kopitei ngek che tinyei kutik,Anapiga dawa mboga zilizo na wadudu
Kalenjin,Swahili,Mabwoti ngotos miy kit aketugul netos kiyai ,Sidhani kama kuna lolote tunaweza kufanya
Kalenjin,Swahili,Ndakimwaita akoba sasishet kowendi ngweny sasishet,"Wakiripoti wafisadi, ufisadi utapungua nchini kote."
Kalenjin,Swahili,ngi rari kolapati muguleldo ne nyun,"Unapocheka, moyo wangu unakimbia"
Kalenjin,Swahili,wis gaa kotomo korobon,kimbia nyumbani kabla hakujanyesha
Kalenjin,Swahili,Ago tuchei chamyet pistaosyek tugul,Na upendo unafunika dhambi zote
Kalenjin,Swahili,mache kenet piik kole makaran kenam asoya si kenyor boishet,Wananchi waelimishwe kwamba si vyema kupokea rushwa ili kupata kazi yoyote nchini
Kalenjin,Swahili,Mamito ngalio notok eng kitabut,Neno hilo halipo kwenye kamusi yangu
Kalenjin,Swahili,ko ker kasit nebo mugaret,yalikunja jamvi ya biashara hilo la muhimu
Kalenjin,Swahili,angen ale mamekat ayai kou noe,Najua sikupaswa kufanya hivyo
Kalenjin,Swahili,ngobiit kanyoishet kobekchini robinik tuiyoshek chechang,kwani kukitokea ajali mashirika mengi hufilisika na kupata hasara.
Kalenjin,Swahili,kiip kasarta nekooi kochenyei ngofie,Ilimchukua muda mrefu kuchagua kofia
Kalenjin,Swahili,Ara kandoikab au neranichu,Sasa hawa vijana ndio viongozi lini?
Kalenjin,Swahili,Takomiten murenik che miachen  en kalejin ,Wanaume waliona na moyo safi wako jamii ya kalejin
Kalenjin,Swahili, Kekosan keba sukul ko mokoset ne oo, Kukosa kufanya myihani ni hatia shuleni.
Kalenjin,Swahili,Memande eng' tarasa konetisye kanetindet,Usitoke darasani mwalimu anapofundisha
Kalenjin,Swahili,Ni kokakirebe lakoikcho imanda nebo ng'otutik nebo konyoru somanet,Hii ni kuwanyima watoto wetu haki ya kikatiba ya kupata elimu.
Kalenjin,Swahili,Miten oret lekem chito nekame,Kuna mtu amekufa huko kwa njia
Kalenjin,Swahili,kitikon kanetindetab mpiret urerenik kochpchigei komie asi kosir ichek eng urerendab karon,Kocha aliuliza wachezaji kutoa mafunzo kwa bidii ikiwa wanataka kushinda mchezo wa kesho.
Kalenjin,Swahili,Ke bir beek ko karan eng  borto,Kuogelea ni nzuri kwa afya yako
Kalenjin,Swahili,Angen kasarta notok ne koyaak,Ninajua wakati halisi wakati hilo lilifanyika
Kalenjin,Swahili,kamoche aal mashinit nekemwetishen.,Ningependa kununua mashine ya kuosha
Kalenjin,Swahili,Ngomnotet ko ole walei sopenyo,Maarifa ni hazina inayobadilisha maisha yetu.
Kalenjin,Swahili,Kimenyei kochochole komostab ngweny ,Kichochole naye aliishi sehemu ya chini.
Kalenjin,Swahili,sinemaishek che chang' koboiboiti chii eng' let,sinema nyingi zinamwisho wa kufurahia
Kalenjin,Swahili,Kongoi amun meutient gaa kiniwe Bomet ,Asante haukusahau nyumbani ulipo enda Bomet 
Kalenjin,Swahili,rusiot icheek chegigorek missing saishek sisit,Wao hulazimika kulala saa zinazopungua nane.
Kalenjin,Swahili,Kiboishe tuguk chotok eng' ngalalet ak kampeinishek,"Minghairi ya hayo vyombo vya mawasiliano hutumiwa kuhamasisha umma na pia kampeni zilizofadhiliwa na serikali zote zikiwa dhidi ya ufisadi kupitia vyombo vya habari, mabango mitaani, na pia barabarani na pia mtandaoni ili kuwajuza waliosoma na wasiosoma kuhusu  madhara ya ufisadi na sababu za ufisadi nchini."
Kalenjin,Swahili, Aku mimbaishe chu kobunu mureniik che kukutunis,Na mimba hizi nyingi wanazipata kutoka kwa  wanaume waliooa.
Kalenjin,Swahili,Kiiro Asisi lagok kourerendos,Asisi alibaki pale akiwaangalia watoto wakicheza.
Kalenjin,Swahili,Kemboi ko kiyoei mungaret ne ter ak neranikb oloto chemaimuch kotesetai ak somanet ,"Usiku alifanya biashara tofauti na vijana wa pale, wanaume kwa wanawake, wengi ambao walikuwa wamemaliza kidato cha nne, darasa la nane ama walioshindwa kumaliza shule."
Kalenjin,Swahili,Kipshongik ak mosongik ko minutik che mokosei ichet,Wimbi na mtama ni mimea inayostahimili ukame
Kalenjin,Swahili,Kiboldos kingobendi kot nekitoretekei,Walifanya kelele walipokuwa wakienda msalani.
Kalenjin,Swahili,miten pik che mache koba sukul ,kuna watu wanataka kuenda shuleni 
Kalenjin,Swahili,"kindacham nyikanatet halali akot kotoma konai ndo ibe inendet anan olo,kikilech melasimishan gei kotunin kotkomechame","Kijasiri aliporingwa na Halili, hata kabla ya kujulikana iwapo wataoana naye au la, alimwambia asijilazimishe kuolewa naye kama hakuwa na hakika alimpenda."
Kalenjin,Swahili,kikimwochi biik kobisto imandang'wany.,Watu waliulizwa kuachana na imani yao.
Kalenjin,Swahili,Mangen tos mukeityi kou ya ko makenyo,Sijui kama tutaweza kufikisha kulingana na maagano yetu
Kalenjin,Swahili,Kaikai kona chupainik,Tafadhali nikabidhi kopo la chupa
Kalenjin,Swahili,romikab nchirenik kotinyei kenyisiek tiptem akoi sososm.,Wavuvi wengi ni miaka ishirini na tisa hadi thelathini.
Kalenjin,Swahili,Eng barak nebo kiit neinemu beek komi chupainikab maywek,Juu ya mfereji kuna chupa kadhaa za whisky.
Kalenjin,Swahili,Kimakchini serikalit koyai somanet ab batishet koek ne magat eng' kipsomanik,Na pia serikali kulifanya somo la kilimo la lazima lifanywe na kila mwanafunzi.
Kalenjin,Swahili," Kata imi sipitali inyaa biik cheu anee, kimwoji Haji?",Unafaa kuwa hospitalini ukitibu watu wenye ndwele kama  yangu alimtania Haji. 
Kalenjin,Swahili,mwamwaiten eng chepto nekararan.,Nitakutambulisha kwa msichana mzuri
Kalenjin,Swahili,Kituni daisy karun en Sotik ,Dasiy anaoleka kesho pale sotik 
Kalenjin,Swahili,kale kole iani ichek kole mbaret kobo bik ab ndegeishek,Alisema hawapingi kuwa shamba hilo ni la uwanja huo wa ndege.
Kalenjin,Swahili,Bruce ko tienindet ab kipsigis,Bruce ni mwimbaji wa kipsigis.
Kalenjin,Swahili,"ketesyi choto,kengeme tugukab biik ","Zaidi ya hayo, kuna uharibifu wa maliasili."
Kalenjin,Swahili,Kampenit notok ko much koip kabuatutiet akobo namet ab asoya,Kampeni hizo zitaweza kuchunguza na kutoa mapendekezo dhidi ya ufisadi Kwa mfano kuiba mali ya uma na mengineyo.
Kalenjin,Swahili,Kiker koserei bukuit agobo sobetab Asisi,Aliona akiandika riwaya juu ya maisha ya Asisi.
Kalenjin,Swahili,Kiwek konyii kindarat koame amitwokik ab kemboi.,Alirudi kwenye chumba chake baada ya chakula cha jioni
Kalenjin,Swahili,Tinye taptanno sipto ne kiim,Maua hayo yana harufu kali
Kalenjin,Swahili,kyaib lolenyu agoi olarue,Nikabeba begi langu hadi chumbani kwangu
Kalenjin,Swahili,ongemete ngalek che kiyae boishet ake muny eng'kasarta ne koi,Hebu tuache kufanya kazi na kupumzika kwa muda
Kalenjin,Swahili,eng' iman kiy ne kararan  kotinye tisha,kwa kweli kilicho na wema hakikosi dosari.
Kalenjin,Swahili,kiarusan karinoto ko tomo kulal maat,Moshi ulitoka kwenye gari hilo kabla ya moto
Kalenjin,Swahili,inyendet nikyachengin ochei,Wewe ndiye niliyekuwa nikitafuta sana
Kalenjin,Swahili,Kole kibet mamache kwam kiy tugul,Kibet alisema hataki kula chochote
Kalenjin,Swahili,mito sawaiti olda nemi gogoe nyo,Kulikua na swamp kwa bibi yetu
Kalenjin,Swahili,magiyani kobirgei kipsoonik eng emotinwek alak,Kupigana na jogoo ni kinyume cha sheria katika nchi nyingi
Kalenjin,Swahili,Mite  Helen obiri en rwaek ab Raa ,Helen obiri ako kwa mchezo wa leo
Kalenjin,Swahili,Pendi karu   rwaik ab Ethopia   china ,Wakimbia wa Ethipoia wanaenda China kesho 
Kalenjin,Swahili,"Imang'u Kamuktaindet ne Toroor eng' muguleldang'ung' tugul, ametiegei naeng'u.","Mtumaini BWANA kwa moyo wako wote, Wala usizitegemee akili zako mwenyewe;"
Kalenjin,Swahili,Kiawe panda ab betusiek taman eng nyajet ab Pacific,Nilikwenda kwa safari ya siku kumi kwenda Kisiwa cha Pasaka
Kalenjin,Swahili,kotuii komakosikyini keree kei ,Kulikuwa na giza na sikuweza kuona chochote
Kalenjin,Swahili,ibwoti murenik chechang kole kalokset neya nebo kwonyik neyoei keng'em,Wengi wa wanaume husema kwamba inawezekana kuwa aliyebakwa alivaa kwa namna ya kumshawishi aliyembaka.
Kalenjin,Swahili,Kinomee njirenik meestet ak kebar taisiek,Samaki hushikwa kwenye wavu na taa zimezimwa.
Kalenjin,Swahili,ke bis ketik kotareti kabatik eng' emet nema robani, Umwagiliaji wa miti ya kutosha husaidia kilimo jangwani
Kalenjin,Swahili,kikiratan eng ngecheree betut komugul.,Nilikuwa nimefungwa kwenye dawati siku nzima
Kalenjin,Swahili,atinye kabwotut akobo kiit ne kiinye kiyaak,Nina wazo fulani la kile kilichotokea
Kalenjin,Swahili,Imache atoretin Iman?,Unataka nikusaidie kweli?
Kalenjin,Swahili,kii teta moita ne mining'.,Ng'ombe alizaa ndama mdogo.
Kalenjin,Swahili,Chang pik che kokobek en Narok,WATU wengi wamekufa huko narok
Kalenjin,Swahili,Kigeer chepyosani ajalit nikiyeyak beet raini--,Mwanamke huyi alishuhudia ajali saa tisa za mchana leo.
Kalenjin,Swahili,Kokeny kendeno ng'atutiik eng' tuguukab loiseet.,"Vilevile, kuwepo na sheria katika vyombo vya usafiri."
Kalenjin,Swahili,matikinde taman imanda age tugul komamii amune nebo kamanut,Tusitupilie mbali imani yoyote bila sababu ya maana
Kalenjin,Swahili,Kikimutan sukulit nenaat mising eng emet ab Keiyo,Nilichukuliwa na shule ya upili ya kutajika nchini ya Keiyo
